Fecha,Estado,Ciudad,Tipo,Canal,Precio
2024-10-28,Guanajuato,Celaya,Ultrapasteurizada,Autoservicios,26.82
2024-10-28,Guerrero,Acapulco,Ultrapasteurizada,Autoservicios,30.58
2024-10-28,Guerrero,Chilpancingo,Ultrapasteurizada,Autoservicios,29.92
2024-10-28,Hidalgo,Pachuca,Ultrapasteurizada,Autoservicios,32.78
2024-10-28,Jalisco,Guadalajara,Ultrapasteurizada,Autoservicios,28.0
2024-10-28,Jalisco,ZM Guadalajara,Ultrapasteurizada,Autoservicios,28.5
2024-10-28,Edo. México,Toluca,Ultrapasteurizada,Autoservicios,28.3
2024-10-28,Michoacán,Morelia,Ultrapasteurizada,Autoservicios,29.25
2024-10-28,Morelos,Cuernavaca,Ultrapasteurizada,Autoservicios,31.0
2024-10-28,Nayarit,Tepic,Ultrapasteurizada,Autoservicios,27.72
2024-10-28,Nuevo León,Monterrey,Ultrapasteurizada,Autoservicios,31.48
2024-10-28,Nuevo León,ZM Monterrey,Ultrapasteurizada,Autoservicios,30.8
2024-10-28,Oaxaca,Oaxaca,Ultrapasteurizada,Autoservicios,30.4
2024-10-28,Puebla,Puebla,Ultrapasteurizada,Autoservicios,29.52
2024-10-28,Puebla,ZM Puebla,Ultrapasteurizada,Autoservicios,29.83
2024-10-28,Querétaro,Querétaro,Ultrapasteurizada,Autoservicios,29.34
2024-10-28,Quintana Roo,Cancún,Ultrapasteurizada,Autoservicios,25.87
2024-10-28,Quintana Roo,Chetumal,Ultrapasteurizada,Autoservicios,26.17
2024-10-28,San Luis Potosí,San Luis Potosí,Ultrapasteurizada,Autoservicios,27.42
2024-10-28,Sinaloa,Culiacán,Ultrapasteurizada,Autoservicios,30.68
2024-10-28,Sonora,Cd. Obregón,Ultrapasteurizada,Autoservicios,27.9
2024-10-28,Sonora,Hermosillo,Ultrapasteurizada,Autoservicios,23.07
2024-10-28,Sonora,Nogales,Ultrapasteurizada,Autoservicios,28.1
2024-10-28,Sonora,San Luis Río Colorado,Ultrapasteurizada,Autoservicios,0.0
2024-10-28,Tabasco,Villahermosa,Ultrapasteurizada,Autoservicios,25.32
2024-10-28,Tamaulipas,Cd. Victoria,Ultrapasteurizada,Autoservicios,28.55
2024-10-28,Tamaulipas,Matamoros,Ultrapasteurizada,Autoservicios,33.21
2024-10-28,Tamaulipas,Nuevo Laredo,Ultrapasteurizada,Autoservicios,29.0
2024-10-28,Tamaulipas,Reynosa,Ultrapasteurizada,Autoservicios,27.05
2024-10-28,Tamaulipas,Tampico,Ultrapasteurizada,Autoservicios,25.75
2024-10-28,Tlaxcala,Tlaxcala,Ultrapasteurizada,Autoservicios,31.5
2024-10-28,Veracruz,Coatzacoalcos,Ultrapasteurizada,Autoservicios,28.45
2024-10-28,Veracruz,Xalapa,Ultrapasteurizada,Autoservicios,32.83
2024-10-28,Veracruz,Veracruz ,Ultrapasteurizada,Autoservicios,30.75
2024-10-28,Yucatán,Mérida,Ultrapasteurizada,Autoservicios,29.08
2024-10-28,Zacatecas,Zacatecas,Ultrapasteurizada,Autoservicios,30.42
2024-10-25,Aguascalientes ,Aguascalientes,Pasteurizada,Tiendas,25.3
2024-10-25,Baja California,Mexicali,Pasteurizada,Tiendas,26.5
2024-10-25,Baja California,Tijuana,Pasteurizada,Tiendas,
2024-10-25,Baja California Sur,La Paz,Pasteurizada,Tiendas,25.0
2024-10-25,Campeche,Campeche,Pasteurizada,Tiendas,
2024-10-25,Coahuila,Piedras Negras,Pasteurizada,Tiendas,22.4
2024-10-25,Coahuila,Saltillo,Pasteurizada,Tiendas,23.25
2024-10-25,Coahuila,Torreón,Pasteurizada,Tiendas,29.5
2024-10-25,Colima,Colima,Pasteurizada,Tiendas,26.0
2024-10-25,Chiapas,Tapachula,Pasteurizada,Tiendas,
2024-10-25,Chiapas,Tuxtla Gutiérrez,Pasteurizada,Tiendas,
2024-10-25,Chihuahua,Chihuahua,Pasteurizada,Tiendas,28.7
2024-10-25,Chihuahua,Cd.Juárez,Pasteurizada,Tiendas,28.4
2024-10-25,CDMX,Ciudad de México,Pasteurizada,Tiendas,27.2
2024-10-25,CDMX,ZM Ciudad de México,Pasteurizada,Tiendas,23.9
2024-10-25,Durango,Durango,Pasteurizada,Tiendas,28.0
2024-10-25,Durango,Gómez Palacio,Pasteurizada,Tiendas,28.75
2024-10-25,Guanajuato,León,Pasteurizada,Tiendas,23.69
2024-10-25,Guanajuato,Celaya,Pasteurizada,Tiendas,22.63
2024-10-25,Guerrero,Acapulco,Pasteurizada,Tiendas,27.95
2024-10-25,Guerrero,Chilpancingo,Pasteurizada,Tiendas,28.67
2024-10-25,Hidalgo,Pachuca,Pasteurizada,Tiendas,27.5
2024-10-25,Jalisco,Guadalajara,Pasteurizada,Tiendas,26.25
2024-10-25,Jalisco,ZM Guadalajara,Pasteurizada,Tiendas,25.74
2024-10-25,Edo. México,Toluca,Pasteurizada,Tiendas,27.9
2024-10-25,Michoacán,Morelia,Pasteurizada,Tiendas,26.45
2024-10-25,Morelos,Cuernavaca,Pasteurizada,Tiendas,27.17
2024-10-25,Nayarit,Tepic,Pasteurizada,Tiendas,25.28
2024-10-25,Nuevo León,Monterrey,Pasteurizada,Tiendas,28.0
2024-10-25,Nuevo León,ZM Monterrey,Pasteurizada,Tiendas,27.7
2024-10-25,Oaxaca,Oaxaca,Pasteurizada,Tiendas,29.97
2024-10-25,Puebla,Puebla,Pasteurizada,Tiendas,28.75
2024-10-25,Puebla,ZM Puebla,Pasteurizada,Tiendas,27.73
2024-10-25,Querétaro,Querétaro,Pasteurizada,Tiendas,29.5
2024-10-25,Quintana Roo,Cancún,Pasteurizada,Tiendas,
2024-10-25,Quintana Roo,Chetumal,Pasteurizada,Tiendas,
2024-10-25,San Luis Potosí,San Luis Potosí,Pasteurizada,Tiendas,25.94
2024-10-25,Sinaloa,Culiacán,Pasteurizada,Tiendas,31.39
2024-10-25,Sonora,Cd. Obregón,Pasteurizada,Tiendas,25.0
2024-10-25,Sonora,Hermosillo,Pasteurizada,Tiendas,27.63
2024-10-25,Sonora,Nogales,Pasteurizada,Tiendas,
2024-10-25,Sonora,San Luis Río Colorado,Pasteurizada,Tiendas,0.0
2024-10-25,Tabasco,Villahermosa,Pasteurizada,Tiendas,
2024-10-25,Tamaulipas,Cd. Victoria,Pasteurizada,Tiendas,28.3
2024-10-25,Tamaulipas,Matamoros,Pasteurizada,Tiendas,28.5
2024-10-25,Tamaulipas,Nuevo Laredo,Pasteurizada,Tiendas,27.13
2024-10-25,Tamaulipas,Reynosa,Pasteurizada,Tiendas,28.25
2024-10-25,Tamaulipas,Tampico,Pasteurizada,Tiendas,17.2
2024-10-25,Tlaxcala,Tlaxcala,Pasteurizada,Tiendas,25.25
2024-10-25,Veracruz,Coatzacoalcos,Pasteurizada,Tiendas,
2024-10-25,Veracruz,Xalapa,Pasteurizada,Tiendas,
2024-10-25,Veracruz,Veracruz ,Pasteurizada,Tiendas,
2024-10-25,Yucatán,Mérida,Pasteurizada,Tiendas,
2024-10-25,Zacatecas,Zacatecas,Pasteurizada,Tiendas,24.25
2024-10-25,Aguascalientes ,Aguascalientes,Pasteurizada,Autoservicios,27.07
2024-10-25,Baja California,Mexicali,Pasteurizada,Autoservicios,25.04
2024-10-25,Baja California,Tijuana,Pasteurizada,Autoservicios,
2024-10-25,Baja California Sur,La Paz,Pasteurizada,Autoservicios,25.9
2024-10-25,Campeche,Campeche,Pasteurizada,Autoservicios,
2024-10-25,Coahuila,Piedras Negras,Pasteurizada,Autoservicios,22.9
2024-10-25,Coahuila,Saltillo,Pasteurizada,Autoservicios,24.07
2024-10-25,Coahuila,Torreón,Pasteurizada,Autoservicios,29.12
2024-10-25,Colima,Colima,Pasteurizada,Autoservicios,25.88
2024-10-25,Chiapas,Tapachula,Pasteurizada,Autoservicios,
2024-10-25,Chiapas,Tuxtla Gutiérrez,Pasteurizada,Autoservicios,
2024-10-25,Chihuahua,Chihuahua,Pasteurizada,Autoservicios,28.36
2024-10-25,Chihuahua,Cd.Juárez,Pasteurizada,Autoservicios,27.0
2024-10-25,CDMX,Ciudad de México,Pasteurizada,Autoservicios,24.6
2024-10-25,CDMX,ZM Ciudad de México,Pasteurizada,Autoservicios,23.67
2024-10-25,Durango,Durango,Pasteurizada,Autoservicios,26.95
2024-10-25,Durango,Gómez Palacio,Pasteurizada,Autoservicios,28.37
2024-10-25,Guanajuato,León,Pasteurizada,Autoservicios,23.75
2024-10-25,Guanajuato,Celaya,Pasteurizada,Autoservicios,22.72
2024-10-25,Guerrero,Acapulco,Pasteurizada,Autoservicios,28.0
2024-10-25,Guerrero,Chilpancingo,Pasteurizada,Autoservicios,29.48
2024-10-25,Hidalgo,Pachuca,Pasteurizada,Autoservicios,31.8
2024-10-25,Jalisco,Guadalajara,Pasteurizada,Autoservicios,26.0
2024-10-25,Jalisco,ZM Guadalajara,Pasteurizada,Autoservicios,29.5
2024-10-25,Edo. México,Toluca,Pasteurizada,Autoservicios,26.97
2024-10-25,Michoacán,Morelia,Pasteurizada,Autoservicios,27.08
2024-10-25,Morelos,Cuernavaca,Pasteurizada,Autoservicios,28.58
2024-10-25,Nayarit,Tepic,Pasteurizada,Autoservicios,26.77
2024-10-25,Nuevo León,Monterrey,Pasteurizada,Autoservicios,25.97
2024-10-25,Nuevo León,ZM Monterrey,Pasteurizada,Autoservicios,25.6
2024-10-25,Oaxaca,Oaxaca,Pasteurizada,Autoservicios,29.62
2024-10-25,Puebla,Puebla,Pasteurizada,Autoservicios,28.55
2024-10-25,Puebla,ZM Puebla,Pasteurizada,Autoservicios,26.92
2024-10-25,Querétaro,Querétaro,Pasteurizada,Autoservicios,28.83
2024-10-25,Quintana Roo,Cancún,Pasteurizada,Autoservicios,
2024-10-25,Quintana Roo,Chetumal,Pasteurizada,Autoservicios,
2024-10-25,San Luis Potosí,San Luis Potosí,Pasteurizada,Autoservicios,26.42
2024-10-25,Sinaloa,Culiacán,Pasteurizada,Autoservicios,30.65
2024-10-25,Sonora,Cd. Obregón,Pasteurizada,Autoservicios,26.73
2024-10-25,Sonora,Hermosillo,Pasteurizada,Autoservicios,26.0
2024-10-25,Sonora,Nogales,Pasteurizada,Autoservicios,
2024-10-25,Sonora,San Luis Río Colorado,Pasteurizada,Autoservicios,0.0
2024-10-25,Tabasco,Villahermosa,Pasteurizada,Autoservicios,
2024-10-25,Tamaulipas,Cd. Victoria,Pasteurizada,Autoservicios,26.0
2024-10-25,Tamaulipas,Matamoros,Pasteurizada,Autoservicios,28.4
2024-10-25,Tamaulipas,Nuevo Laredo,Pasteurizada,Autoservicios,26.4
2024-10-25,Tamaulipas,Reynosa,Pasteurizada,Autoservicios,27.83
2024-10-25,Tamaulipas,Tampico,Pasteurizada,Autoservicios,18.7
2024-10-25,Tlaxcala,Tlaxcala,Pasteurizada,Autoservicios,26.5
2024-10-25,Veracruz,Coatzacoalcos,Pasteurizada,Autoservicios,
2024-10-25,Veracruz,Xalapa,Pasteurizada,Autoservicios,
2024-10-25,Veracruz,Veracruz ,Pasteurizada,Autoservicios,
2024-10-25,Yucatán,Mérida,Pasteurizada,Autoservicios,
2024-10-25,Zacatecas,Zacatecas,Pasteurizada,Autoservicios,25.15
2024-10-25,Aguascalientes ,Aguascalientes,Ultrapasteurizada,Tiendas,30.05
2024-10-25,Baja California,Mexicali,Ultrapasteurizada,Tiendas,22.57
2024-10-25,Baja California,Tijuana,Ultrapasteurizada,Tiendas,29.42
2024-10-25,Baja California Sur,La Paz,Ultrapasteurizada,Tiendas,31.0
2024-10-25,Campeche,Campeche,Ultrapasteurizada,Tiendas,28.75
2024-10-25,Coahuila,Piedras Negras,Ultrapasteurizada,Tiendas,28.25
2024-10-25,Coahuila,Saltillo,Ultrapasteurizada,Tiendas,21.25
2024-10-25,Coahuila,Torreón,Ultrapasteurizada,Tiendas,31.5
2024-10-25,Colima,Colima,Ultrapasteurizada,Tiendas,28.0
2024-10-25,Chiapas,Tapachula,Ultrapasteurizada,Tiendas,29.75
2024-10-25,Chiapas,Tuxtla Gutiérrez,Ultrapasteurizada,Tiendas,27.0
2024-10-25,Chihuahua,Chihuahua,Ultrapasteurizada,Tiendas,31.4
2024-10-25,Chihuahua,Cd.Juárez,Ultrapasteurizada,Tiendas,
2024-10-25,CDMX,Ciudad de México,Ultrapasteurizada,Tiendas,27.61
2024-10-25,CDMX,ZM Ciudad de México,Ultrapasteurizada,Tiendas,25.49
2024-10-25,Durango,Durango,Ultrapasteurizada,Tiendas,
2024-10-25,Durango,Gómez Palacio,Ultrapasteurizada,Tiendas,32.95
2024-10-25,Guanajuato,León,Ultrapasteurizada,Tiendas,23.56
2024-10-25,Guanajuato,Celaya,Ultrapasteurizada,Tiendas,28.0
2024-10-25,Guerrero,Acapulco,Ultrapasteurizada,Tiendas,30.5
2024-10-25,Guerrero,Chilpancingo,Ultrapasteurizada,Tiendas,30.0
2024-10-25,Hidalgo,Pachuca,Ultrapasteurizada,Tiendas,28.5
2024-10-25,Jalisco,Guadalajara,Ultrapasteurizada,Tiendas,30.5
2024-10-25,Jalisco,ZM Guadalajara,Ultrapasteurizada,Tiendas,29.71
2024-10-25,Edo. México,Toluca,Ultrapasteurizada,Tiendas,27.48
2024-10-25,Michoacán,Morelia,Ultrapasteurizada,Tiendas,26.55
2024-10-25,Morelos,Cuernavaca,Ultrapasteurizada,Tiendas,27.83
2024-10-25,Nayarit,Tepic,Ultrapasteurizada,Tiendas,25.92
2024-10-25,Nuevo León,Monterrey,Ultrapasteurizada,Tiendas,32.0
2024-10-25,Nuevo León,ZM Monterrey,Ultrapasteurizada,Tiendas,30.9
2024-10-25,Oaxaca,Oaxaca,Ultrapasteurizada,Tiendas,29.9
2024-10-25,Puebla,Puebla,Ultrapasteurizada,Tiendas,29.63
2024-10-25,Puebla,ZM Puebla,Ultrapasteurizada,Tiendas,26.13
2024-10-25,Querétaro,Querétaro,Ultrapasteurizada,Tiendas,29.13
2024-10-25,Quintana Roo,Cancún,Ultrapasteurizada,Tiendas,29.63
2024-10-25,Quintana Roo,Chetumal,Ultrapasteurizada,Tiendas,26.5
2024-10-25,San Luis Potosí,San Luis Potosí,Ultrapasteurizada,Tiendas,26.75
2024-10-25,Sinaloa,Culiacán,Ultrapasteurizada,Tiendas,35.83
2024-10-25,Sonora,Cd. Obregón,Ultrapasteurizada,Tiendas,25.5
2024-10-25,Sonora,Hermosillo,Ultrapasteurizada,Tiendas,22.7
2024-10-25,Sonora,Nogales,Ultrapasteurizada,Tiendas,27.75
2024-10-25,Sonora,San Luis Río Colorado,Ultrapasteurizada,Tiendas,0.0
2024-10-25,Tabasco,Villahermosa,Ultrapasteurizada,Tiendas,24.95
2024-10-25,Tamaulipas,Cd. Victoria,Ultrapasteurizada,Tiendas,27.95
2024-10-25,Tamaulipas,Matamoros,Ultrapasteurizada,Tiendas,31.5
2024-10-25,Tamaulipas,Nuevo Laredo,Ultrapasteurizada,Tiendas,28.13
2024-10-25,Tamaulipas,Reynosa,Ultrapasteurizada,Tiendas,
2024-10-25,Tamaulipas,Tampico,Ultrapasteurizada,Tiendas,22.75
2024-10-25,Tlaxcala,Tlaxcala,Ultrapasteurizada,Tiendas,31.5
2024-10-25,Veracruz,Coatzacoalcos,Ultrapasteurizada,Tiendas,24.75
2024-10-25,Veracruz,Xalapa,Ultrapasteurizada,Tiendas,35.08
2024-10-25,Veracruz,Veracruz ,Ultrapasteurizada,Tiendas,32.38
2024-10-25,Yucatán,Mérida,Ultrapasteurizada,Tiendas,29.24
2024-10-25,Zacatecas,Zacatecas,Ultrapasteurizada,Tiendas,29.5
2024-10-25,Aguascalientes ,Aguascalientes,Ultrapasteurizada,Autoservicios,29.25
2024-10-25,Baja California,Mexicali,Ultrapasteurizada,Autoservicios,25.2
2024-10-25,Baja California,Tijuana,Ultrapasteurizada,Autoservicios,30.57
2024-10-25,Baja California Sur,La Paz,Ultrapasteurizada,Autoservicios,29.12
2024-10-25,Campeche,Campeche,Ultrapasteurizada,Autoservicios,30.68
2024-10-25,Coahuila,Piedras Negras,Ultrapasteurizada,Autoservicios,24.84
2024-10-25,Coahuila,Saltillo,Ultrapasteurizada,Autoservicios,23.67
2024-10-25,Coahuila,Torreón,Ultrapasteurizada,Autoservicios,30.07
2024-10-25,Colima,Colima,Ultrapasteurizada,Autoservicios,31.0
2024-10-25,Chiapas,Tapachula,Ultrapasteurizada,Autoservicios,31.0
2024-10-25,Chiapas,Tuxtla Gutiérrez,Ultrapasteurizada,Autoservicios,26.75
2024-10-25,Chihuahua,Chihuahua,Ultrapasteurizada,Autoservicios,33.5
2024-10-25,Chihuahua,Cd.Juárez,Ultrapasteurizada,Autoservicios,32.83
2024-10-25,CDMX,Ciudad de México,Ultrapasteurizada,Autoservicios,24.13
2024-10-25,CDMX,ZM Ciudad de México,Ultrapasteurizada,Autoservicios,23.53
2024-10-25,Durango,Durango,Ultrapasteurizada,Autoservicios,31.57
2024-10-25,Durango,Gómez Palacio,Ultrapasteurizada,Autoservicios,33.08
2024-10-25,Guanajuato,León,Ultrapasteurizada,Autoservicios,23.75
2024-10-25,Guanajuato,Celaya,Ultrapasteurizada,Autoservicios,26.82
2024-10-25,Guerrero,Acapulco,Ultrapasteurizada,Autoservicios,30.58
2024-10-25,Guerrero,Chilpancingo,Ultrapasteurizada,Autoservicios,29.92
2024-10-25,Hidalgo,Pachuca,Ultrapasteurizada,Autoservicios,32.78
2024-10-25,Jalisco,Guadalajara,Ultrapasteurizada,Autoservicios,28.0
2024-10-25,Jalisco,ZM Guadalajara,Ultrapasteurizada,Autoservicios,28.5
2024-10-25,Edo. México,Toluca,Ultrapasteurizada,Autoservicios,28.3
2024-10-25,Michoacán,Morelia,Ultrapasteurizada,Autoservicios,29.25
2024-10-25,Morelos,Cuernavaca,Ultrapasteurizada,Autoservicios,31.0
2024-10-25,Nayarit,Tepic,Ultrapasteurizada,Autoservicios,27.72
2024-10-25,Nuevo León,Monterrey,Ultrapasteurizada,Autoservicios,31.48
2024-10-25,Nuevo León,ZM Monterrey,Ultrapasteurizada,Autoservicios,30.8
2024-10-25,Oaxaca,Oaxaca,Ultrapasteurizada,Autoservicios,30.32
2024-10-25,Puebla,Puebla,Ultrapasteurizada,Autoservicios,29.35
2024-10-25,Puebla,ZM Puebla,Ultrapasteurizada,Autoservicios,29.83
2024-10-25,Querétaro,Querétaro,Ultrapasteurizada,Autoservicios,29.12
2024-10-25,Quintana Roo,Cancún,Ultrapasteurizada,Autoservicios,26.55
2024-10-25,Quintana Roo,Chetumal,Ultrapasteurizada,Autoservicios,26.17
2024-10-25,San Luis Potosí,San Luis Potosí,Ultrapasteurizada,Autoservicios,27.42
2024-10-25,Sinaloa,Culiacán,Ultrapasteurizada,Autoservicios,30.68
2024-10-25,Sonora,Cd. Obregón,Ultrapasteurizada,Autoservicios,27.9
2024-10-25,Sonora,Hermosillo,Ultrapasteurizada,Autoservicios,23.07
2024-10-25,Sonora,Nogales,Ultrapasteurizada,Autoservicios,28.1
2024-10-25,Sonora,San Luis Río Colorado,Ultrapasteurizada,Autoservicios,0.0
2024-10-25,Tabasco,Villahermosa,Ultrapasteurizada,Autoservicios,25.32
2024-10-25,Tamaulipas,Cd. Victoria,Ultrapasteurizada,Autoservicios,29.55
2024-10-25,Tamaulipas,Matamoros,Ultrapasteurizada,Autoservicios,33.97
2024-10-25,Tamaulipas,Nuevo Laredo,Ultrapasteurizada,Autoservicios,29.0
2024-10-25,Tamaulipas,Reynosa,Ultrapasteurizada,Autoservicios,27.05
2024-10-25,Tamaulipas,Tampico,Ultrapasteurizada,Autoservicios,25.2
2024-10-25,Tlaxcala,Tlaxcala,Ultrapasteurizada,Autoservicios,31.5
2024-10-25,Veracruz,Coatzacoalcos,Ultrapasteurizada,Autoservicios,29.72
2024-10-25,Veracruz,Xalapa,Ultrapasteurizada,Autoservicios,32.5
2024-10-25,Veracruz,Veracruz ,Ultrapasteurizada,Autoservicios,30.75
2024-10-25,Yucatán,Mérida,Ultrapasteurizada,Autoservicios,29.08
2024-10-25,Zacatecas,Zacatecas,Ultrapasteurizada,Autoservicios,30.42
2024-10-23,Aguascalientes ,Aguascalientes,Pasteurizada,Tiendas,25.3
2024-10-23,Baja California,Mexicali,Pasteurizada,Tiendas,26.5
2024-10-23,Baja California,Tijuana,Pasteurizada,Tiendas,
2024-10-23,Baja California Sur,La Paz,Pasteurizada,Tiendas,25.0
2024-10-23,Campeche,Campeche,Pasteurizada,Tiendas,
2024-10-23,Coahuila,Piedras Negras,Pasteurizada,Tiendas,22.4
2024-10-23,Coahuila,Saltillo,Pasteurizada,Tiendas,23.25
2024-10-23,Coahuila,Torreón,Pasteurizada,Tiendas,29.5
2024-10-23,Colima,Colima,Pasteurizada,Tiendas,26.0
2024-10-23,Chiapas,Tapachula,Pasteurizada,Tiendas,
2024-10-23,Chiapas,Tuxtla Gutiérrez,Pasteurizada,Tiendas,
2024-10-23,Chihuahua,Chihuahua,Pasteurizada,Tiendas,28.7
2024-10-23,Chihuahua,Cd.Juárez,Pasteurizada,Tiendas,28.4
2024-10-23,CDMX,Ciudad de México,Pasteurizada,Tiendas,27.2
2024-10-23,CDMX,ZM Ciudad de México,Pasteurizada,Tiendas,23.9
2024-10-23,Durango,Durango,Pasteurizada,Tiendas,28.0
2024-10-23,Durango,Gómez Palacio,Pasteurizada,Tiendas,28.75
2024-10-23,Guanajuato,León,Pasteurizada,Tiendas,23.69
2024-10-23,Guanajuato,Celaya,Pasteurizada,Tiendas,22.63
2024-10-23,Guerrero,Acapulco,Pasteurizada,Tiendas,27.95
2024-10-23,Guerrero,Chilpancingo,Pasteurizada,Tiendas,28.67
2024-10-23,Hidalgo,Pachuca,Pasteurizada,Tiendas,27.5
2024-10-23,Jalisco,Guadalajara,Pasteurizada,Tiendas,26.25
2024-10-23,Jalisco,ZM Guadalajara,Pasteurizada,Tiendas,25.74
2024-10-23,Edo. México,Toluca,Pasteurizada,Tiendas,27.9
2024-10-23,Michoacán,Morelia,Pasteurizada,Tiendas,26.45
2024-10-23,Morelos,Cuernavaca,Pasteurizada,Tiendas,27.17
2024-10-23,Nayarit,Tepic,Pasteurizada,Tiendas,25.43
2024-10-23,Nuevo León,Monterrey,Pasteurizada,Tiendas,28.0
2024-10-23,Nuevo León,ZM Monterrey,Pasteurizada,Tiendas,27.7
2024-10-23,Oaxaca,Oaxaca,Pasteurizada,Tiendas,30.3
2024-10-23,Puebla,Puebla,Pasteurizada,Tiendas,27.88
2024-10-23,Puebla,ZM Puebla,Pasteurizada,Tiendas,27.73
2024-10-23,Querétaro,Querétaro,Pasteurizada,Tiendas,29.52
2024-10-23,Quintana Roo,Cancún,Pasteurizada,Tiendas,
2024-10-23,Quintana Roo,Chetumal,Pasteurizada,Tiendas,
2024-10-23,San Luis Potosí,San Luis Potosí,Pasteurizada,Tiendas,25.94
2024-10-23,Sinaloa,Culiacán,Pasteurizada,Tiendas,31.39
2024-10-23,Sonora,Cd. Obregón,Pasteurizada,Tiendas,24.0
2024-10-23,Sonora,Hermosillo,Pasteurizada,Tiendas,27.63
2024-10-23,Sonora,Nogales,Pasteurizada,Tiendas,
2024-10-23,Sonora,San Luis Río Colorado,Pasteurizada,Tiendas,0.0
2024-10-23,Tabasco,Villahermosa,Pasteurizada,Tiendas,
2024-10-23,Tamaulipas,Cd. Victoria,Pasteurizada,Tiendas,28.3
2024-10-23,Tamaulipas,Matamoros,Pasteurizada,Tiendas,28.5
2024-10-23,Tamaulipas,Nuevo Laredo,Pasteurizada,Tiendas,27.13
2024-10-23,Tamaulipas,Reynosa,Pasteurizada,Tiendas,28.25
2024-10-23,Tamaulipas,Tampico,Pasteurizada,Tiendas,17.2
2024-10-23,Tlaxcala,Tlaxcala,Pasteurizada,Tiendas,25.25
2024-10-23,Veracruz,Coatzacoalcos,Pasteurizada,Tiendas,
2024-10-23,Veracruz,Xalapa,Pasteurizada,Tiendas,
2024-10-23,Veracruz,Veracruz ,Pasteurizada,Tiendas,
2024-10-23,Yucatán,Mérida,Pasteurizada,Tiendas,
2024-10-23,Zacatecas,Zacatecas,Pasteurizada,Tiendas,24.25
2024-10-23,Aguascalientes ,Aguascalientes,Pasteurizada,Autoservicios,27.23
2024-10-23,Baja California,Mexicali,Pasteurizada,Autoservicios,25.04
2024-10-23,Baja California,Tijuana,Pasteurizada,Autoservicios,
2024-10-23,Baja California Sur,La Paz,Pasteurizada,Autoservicios,25.9
2024-10-23,Campeche,Campeche,Pasteurizada,Autoservicios,
2024-10-23,Coahuila,Piedras Negras,Pasteurizada,Autoservicios,22.9
2024-10-23,Coahuila,Saltillo,Pasteurizada,Autoservicios,24.07
2024-10-23,Coahuila,Torreón,Pasteurizada,Autoservicios,29.12
2024-10-23,Colima,Colima,Pasteurizada,Autoservicios,25.88
2024-10-23,Chiapas,Tapachula,Pasteurizada,Autoservicios,
2024-10-23,Chiapas,Tuxtla Gutiérrez,Pasteurizada,Autoservicios,
2024-10-23,Chihuahua,Chihuahua,Pasteurizada,Autoservicios,28.36
2024-10-23,Chihuahua,Cd.Juárez,Pasteurizada,Autoservicios,27.0
2024-10-23,CDMX,Ciudad de México,Pasteurizada,Autoservicios,24.6
2024-10-23,CDMX,ZM Ciudad de México,Pasteurizada,Autoservicios,23.67
2024-10-23,Durango,Durango,Pasteurizada,Autoservicios,26.78
2024-10-23,Durango,Gómez Palacio,Pasteurizada,Autoservicios,28.37
2024-10-23,Guanajuato,León,Pasteurizada,Autoservicios,23.75
2024-10-23,Guanajuato,Celaya,Pasteurizada,Autoservicios,22.72
2024-10-23,Guerrero,Acapulco,Pasteurizada,Autoservicios,28.0
2024-10-23,Guerrero,Chilpancingo,Pasteurizada,Autoservicios,29.48
2024-10-23,Hidalgo,Pachuca,Pasteurizada,Autoservicios,31.8
2024-10-23,Jalisco,Guadalajara,Pasteurizada,Autoservicios,26.0
2024-10-23,Jalisco,ZM Guadalajara,Pasteurizada,Autoservicios,29.5
2024-10-23,Edo. México,Toluca,Pasteurizada,Autoservicios,26.97
2024-10-23,Michoacán,Morelia,Pasteurizada,Autoservicios,27.08
2024-10-23,Morelos,Cuernavaca,Pasteurizada,Autoservicios,28.75
2024-10-23,Nayarit,Tepic,Pasteurizada,Autoservicios,26.77
2024-10-23,Nuevo León,Monterrey,Pasteurizada,Autoservicios,25.97
2024-10-23,Nuevo León,ZM Monterrey,Pasteurizada,Autoservicios,25.6
2024-10-23,Oaxaca,Oaxaca,Pasteurizada,Autoservicios,29.5
2024-10-23,Puebla,Puebla,Pasteurizada,Autoservicios,28.55
2024-10-23,Puebla,ZM Puebla,Pasteurizada,Autoservicios,26.92
2024-10-23,Querétaro,Querétaro,Pasteurizada,Autoservicios,29.57
2024-10-23,Quintana Roo,Cancún,Pasteurizada,Autoservicios,
2024-10-23,Quintana Roo,Chetumal,Pasteurizada,Autoservicios,
2024-10-23,San Luis Potosí,San Luis Potosí,Pasteurizada,Autoservicios,26.42
2024-10-23,Sinaloa,Culiacán,Pasteurizada,Autoservicios,30.65
2024-10-23,Sonora,Cd. Obregón,Pasteurizada,Autoservicios,26.73
2024-10-23,Sonora,Hermosillo,Pasteurizada,Autoservicios,26.0
2024-10-23,Sonora,Nogales,Pasteurizada,Autoservicios,
2024-10-23,Sonora,San Luis Río Colorado,Pasteurizada,Autoservicios,0.0
2024-10-23,Tabasco,Villahermosa,Pasteurizada,Autoservicios,
2024-10-23,Tamaulipas,Cd. Victoria,Pasteurizada,Autoservicios,26.0
2024-10-23,Tamaulipas,Matamoros,Pasteurizada,Autoservicios,28.57
2024-10-23,Tamaulipas,Nuevo Laredo,Pasteurizada,Autoservicios,26.4
